# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = bernoulli_makeodds_model
# start_datetime = 2023-01-28 02:21:54 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = bernoulli.data.json
# init = 2 (Default)
# random
#   seed = 4250400657 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = --allow-undefined
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta,odds
-7.32567,0.951914,0.846965,2,3,0,7.38398,0.133909,0.154613
-7.38427,0.99365,0.846965,1,1,0,7.44032,0.1292,0.148369
-6.74834,0.967595,0.846965,1,3,0,7.80962,0.253153,0.338962
-6.89065,0.98341,0.846965,2,3,0,6.89097,0.187506,0.230779
-7.01411,0.98245,0.846965,2,3,0,7.1335,0.166954,0.200414
-7.22295,0.973901,0.846965,1,1,0,7.22362,0.143061,0.166945
-7.08854,1,0.846965,1,1,0,7.21966,0.157366,0.186755
-6.7493,0.980211,0.846965,1,3,0,7.31883,0.256345,0.344709
-6.87445,0.96713,0.846965,1,3,0,6.98665,0.190912,0.23596
-7.42744,0.949001,0.846965,2,3,0,7.50542,0.12593,0.144073
-7.44123,0.989758,0.846965,3,7,0,7.5237,0.124918,0.14275
-6.74814,0.973817,0.846965,1,3,0,7.86535,0.248106,0.329975
-6.84048,0.972665,0.846965,2,3,0,6.96315,0.198979,0.248407
-7.20416,0.89714,0.846965,2,3,0,7.82482,0.14488,0.169427
-7.09064,1,0.846965,1,1,0,7.20746,0.157117,0.186405
-6.8356,0.959779,0.846965,2,3,0,7.61203,0.200269,0.25042
-6.95849,0.955101,0.846965,1,3,0,7.4196,0.33628,0.50666
-6.76707,0.823459,0.846965,3,7,0,8.25662,0.226146,0.292233
-6.74865,0.998306,0.846965,1,3,0,6.78261,0.254447,0.341286
-7.11809,0.95573,0.846965,2,3,0,7.11811,0.153937,0.181945
-7.4683,0.886398,0.846965,1,3,0,9.20167,0.415561,0.711042
-7.43294,1,0.846965,2,7,0,7.48965,0.125525,0.143543
-7.58072,0.985167,0.846965,1,1,0,7.62151,0.115458,0.130528
-6.80624,0.972693,0.846965,1,3,0,7.77435,0.209046,0.264297
-6.86764,0.990592,0.846965,1,1,0,6.86769,0.19242,0.238268
-6.79659,0.974962,0.846965,1,3,0,7.13568,0.290237,0.408921
-6.81974,0.99848,0.846965,2,3,0,6.82375,0.299207,0.426954
-6.88656,0.940539,0.846965,1,3,0,7.26919,0.188345,0.232051
-7.00766,0.983083,0.846965,1,1,0,7.00807,0.167861,0.201723
-7.01901,0.998498,0.846965,1,1,0,7.05348,0.166273,0.199434
-6.92421,1,0.846965,1,1,0,7.01091,0.181108,0.221162
-6.85602,0.954943,0.846965,1,3,0,7.41832,0.310854,0.451072
-6.99996,0.970526,0.846965,1,1,0,7.00102,0.34485,0.526368
-6.88084,0.999867,0.846965,3,7,0,7.00921,0.18954,0.233868
-6.8805,0.999628,0.846965,2,7,0,6.88968,0.317695,0.46562
-6.80095,1,0.846965,2,3,0,6.86469,0.292061,0.41255
-6.88223,0.948045,0.846965,2,7,0,7.20739,0.189247,0.233421
-7.01804,0.993672,0.846965,2,3,0,7.01805,0.166408,0.199628
-6.7489,1,0.846965,2,3,0,6.97641,0.244773,0.324105
-6.82423,0.946975,0.846965,2,3,0,7.23654,0.300777,0.430159
-6.9776,0.967955,0.846965,2,3,0,7.13434,0.340317,0.51588
-7.45303,0.889054,0.846965,2,3,0,8.02666,0.413685,0.705568
-7.36172,1,0.846965,1,1,0,7.54124,0.402044,0.672363
-7.06601,1,0.846965,1,1,0,7.31127,0.35726,0.555839
-6.98985,1,0.846965,3,7,0,7.0807,0.342824,0.521663
-6.95617,0.894244,0.846965,1,3,0,7.85294,0.175659,0.21309
-7.14585,0.905735,0.846965,1,3,0,8.12416,0.370771,0.589247
-7.0898,0.824796,0.846965,1,3,0,8.58565,0.157217,0.186545
-7.08856,1,0.846965,1,1,0,7.13814,0.157364,0.186752
-6.76818,0.967048,0.846965,1,3,0,7.4617,0.275639,0.380527
-6.75871,1,0.846965,1,1,0,6.76667,0.26857,0.367184
-6.76831,0.998199,0.846965,1,1,0,6.76856,0.275722,0.380685
-6.76721,0.905727,0.846965,2,3,0,7.5792,0.275005,0.37932
-7.04206,0.909502,0.846965,1,3,0,7.43696,0.163175,0.194993
-8.32378,0.893321,0.846965,2,3,0,8.40691,0.0801386,0.0871203
-8.87156,0.963954,0.846965,2,3,0,9.45505,0.0632096,0.0674746
-6.78107,0.917863,0.846965,1,3,0,10.2495,0.218819,0.280114
-7.57267,0.865861,0.846965,1,3,0,7.973,0.115969,0.131182
-7.80328,0.992909,0.846965,2,3,0,7.83582,0.102691,0.114444
-7.85015,0.995944,0.846965,1,1,0,7.95548,0.100293,0.111473
-7.63897,1,0.846965,1,1,0,7.87265,0.111871,0.125962
-7.99521,0.968835,0.846965,1,1,0,8.00996,0.0933941,0.103015
-6.78158,0.999578,0.846965,3,7,0,7.81548,0.283275,0.395236
-6.74818,0.998187,0.846965,1,3,0,6.79823,0.247748,0.329343
-7.04483,0.930224,0.846965,2,3,0,7.29934,0.162813,0.194476
-7.22622,0.992554,0.846965,2,3,0,7.22997,0.142749,0.16652
-6.89617,0.999882,0.846965,3,7,0,7.18167,0.186398,0.229103
-6.87668,0.953625,0.846965,2,3,0,7.42484,0.19043,0.235223
-6.79095,0.970133,0.846965,2,3,0,7.19991,0.214619,0.273268
-7.03553,0.933856,0.846965,1,3,0,7.41792,0.351697,0.542488
-7.02519,1,0.846965,1,1,0,7.08718,0.349748,0.537866
-7.30503,0.98003,0.846965,2,3,0,7.31597,0.394405,0.651269
-7.79354,0.89328,0.846965,1,1,0,7.82824,0.451795,0.824136
-7.10843,0.992359,0.846965,3,7,0,7.82206,0.364611,0.573839
-6.77555,0.824759,0.846965,3,7,0,8.32006,0.280063,0.389011
-7.79328,0.87675,0.846965,2,3,0,8.04509,0.451769,0.82405
-7.714,1,0.846965,1,1,0,7.96819,0.443504,0.796958
-8.8141,0.912409,0.846965,3,7,0,8.85847,0.538338,1.16608
-7.97865,1,0.846965,1,1,0,8.73458,0.46997,0.886686
-8.49763,0.884059,0.846965,1,1,0,8.66382,0.51456,1.05999
-7.77213,1,0.846965,1,1,0,8.41856,0.449595,0.816843
-7.55356,1,0.846965,1,1,0,7.84689,0.425708,0.741274
-7.43261,1,0.846965,2,7,0,7.53173,0.125549,0.143574
-7.72542,0.990482,0.846965,2,3,0,7.73821,0.106882,0.119673
-7.36703,0.990241,0.846965,2,3,0,8.02311,0.130552,0.150154
-7.11246,1,0.846965,1,1,0,7.33835,0.154577,0.182839
-6.74834,0.985014,0.846965,1,3,0,7.29678,0.246835,0.32773
-8.3731,0.827242,0.846965,3,7,0,8.54117,0.504569,1.01845
-7.71299,1,0.846965,1,1,0,8.30664,0.443396,0.79661
-7.18242,1,0.846965,1,1,0,7.60492,0.376539,0.603948
-6.93347,1,0.846965,1,1,0,7.13132,0.33073,0.494165
-6.92932,1,0.846965,1,1,0,6.96772,0.329776,0.49204
-6.79849,0.962577,0.846965,2,7,0,7.24577,0.211755,0.268641
-8.1318,0.770578,0.846965,1,3,0,8.95164,0.0875266,0.0959224
-8.10937,0.983548,0.846965,2,3,0,8.81306,0.0884527,0.0970357
-7.10897,0.98248,0.846965,2,7,0,8.18695,0.364702,0.574064
-7.32678,0.984155,0.846965,2,3,0,7.35843,0.397376,0.65941
-7.03163,1,0.846965,2,3,0,7.27206,0.350966,0.540752
-7.35094,0.977246,0.846965,2,3,0,7.3597,0.400617,0.668382
-7.02578,0.849604,0.846965,1,3,0,8.78206,0.165347,0.198102
-7.24797,0.97251,0.846965,1,1,0,7.24845,0.140713,0.163755
-7.30236,0.993852,0.846965,1,1,0,7.35147,0.135879,0.157245
-7.10514,0.900985,0.846965,1,3,0,8.92917,0.364055,0.572464
-7.12944,0.998436,0.846965,2,7,0,7.14362,0.152668,0.180175
-6.74856,0.98314,0.846965,2,7,0,7.37321,0.25412,0.340699
-6.75954,0.996798,0.846965,1,3,0,6.77188,0.231358,0.300996
-7.372,0.873344,0.846965,2,3,0,7.82369,0.130159,0.149635
-6.98001,0.9958,0.846965,2,3,0,7.46954,0.171916,0.207607
-6.95898,0.949593,0.846965,3,7,0,7.52984,0.336386,0.5069
-7.19664,0.931323,0.846965,2,3,0,7.63534,0.37872,0.609581
-6.83223,0.92573,0.846965,1,3,0,7.81958,0.201183,0.251852
-6.88422,0.992233,0.846965,1,1,0,6.88645,0.188831,0.232789
-6.7499,0.991542,0.846965,2,7,0,6.98382,0.257711,0.347185
-6.76504,0.99514,0.846965,1,3,0,6.78855,0.227425,0.294373
-6.82859,0.993772,0.846965,2,7,0,6.83319,0.302262,0.433202
-6.83757,0.98889,0.846965,2,3,0,6.95496,0.305209,0.439282
-6.76735,0.986716,0.846965,1,3,0,6.97509,0.225975,0.291949
-6.78626,0.988794,0.846965,1,3,0,6.88217,0.285579,0.399735
-7.18546,0.856713,0.846965,1,3,0,7.84601,0.146744,0.171981
-6.75605,0.980374,0.846965,2,3,0,7.48462,0.234389,0.306147
-6.77417,0.991829,0.846965,1,3,0,6.82527,0.279282,0.387506
-6.76487,1,0.846965,1,1,0,6.77349,0.273399,0.37627
-6.83483,0.970258,0.846965,1,3,0,6.98811,0.200476,0.250744
-6.75239,1,0.846965,2,3,0,6.82855,0.238441,0.313097
-6.74998,1,0.846965,2,3,0,6.75197,0.242237,0.319674
-7.69675,0.795254,0.846965,1,3,0,8.46246,0.108495,0.121698
-6.79265,0.96628,0.846965,1,3,0,7.99634,0.21395,0.272183
-9.45972,0.74499,0.846965,3,7,0,9.95478,0.0497851,0.0523935
-7.87904,0.957485,0.846965,3,7,0,10.2299,0.460372,0.853128
-9.69355,0.883713,0.846965,2,3,0,9.71347,0.595067,1.46955
-6.75084,1,0.846965,3,7,0,9.4535,0.240692,0.316988
-7.28473,0.898343,0.846965,1,3,0,7.58877,0.391583,0.643611
-7.36522,0.98185,0.846965,1,1,0,7.45944,0.402504,0.67365
-7.08484,1,0.846965,1,1,0,7.32246,0.360576,0.563907
-7.42307,0.693803,0.846965,1,3,0,9.42442,0.126254,0.144498
-7.83761,0.883185,0.846965,2,3,0,9.21178,0.100926,0.112256
-7.78243,0.996416,0.846965,3,7,0,7.86387,0.450656,0.820352
-7.45955,1,0.846965,1,1,0,7.79368,0.414487,0.707905
-8.06571,0.867735,0.846965,1,1,0,8.11462,0.478044,0.915872
-7.59232,1,0.846965,1,1,0,8.04544,0.430152,0.754853
-7.22457,0.988539,0.846965,2,7,0,7.76867,0.142907,0.166734
-7.34248,0.98673,0.846965,1,1,0,7.37162,0.132524,0.15277
-7.46711,0.987706,0.846965,3,7,0,7.50572,0.123059,0.140328
-6.87068,0.962048,0.846965,2,3,0,8.09391,0.191741,0.237228
-8.46264,0.91426,0.846965,2,3,0,8.46467,0.511793,1.04831
-8.46264,0.840937,0.846965,1,1,0,9.25755,0.511793,1.04831
-6.75225,1,0.846965,2,3,0,8.39976,0.261608,0.354294
-7.23388,0.87384,0.846965,1,3,0,7.72091,0.142025,0.165535
-7.92224,0.905328,0.846965,3,7,0,8.76783,0.464584,0.867705
-7.18712,1,0.846965,1,1,0,7.75749,0.377263,0.605814
-7.0018,0.863818,0.846965,1,3,0,8.39313,0.168697,0.202931
-6.75198,0.981705,0.846965,1,3,0,7.20177,0.261231,0.353602
-6.88615,0.963397,0.846965,1,3,0,7.03155,0.18843,0.232179
-7.96182,0.869732,0.846965,1,3,0,8.35603,0.0949168,0.104871
-7.90336,1,0.846965,1,1,0,8.06628,0.0976745,0.108248
-7.0264,0.984825,0.846965,3,7,0,7.91428,0.165263,0.197982
-6.75122,0.989684,0.846965,1,3,0,7.12424,0.240095,0.315954
-6.75551,0.99926,0.846965,1,1,0,6.75551,0.234916,0.307046
-7.03973,0.947563,0.846965,1,3,0,7.16993,0.163481,0.19543
-7.14417,0.963808,0.846965,3,7,0,7.54576,0.151056,0.177934
-6.78273,1,0.846965,2,3,0,7.11875,0.21807,0.278887
-6.87943,0.96685,0.846965,2,7,0,7.11093,0.31741,0.465008
-7.11382,0.969079,0.846965,2,7,0,7.18803,0.154421,0.182621
-7.39237,0.967693,0.846965,1,1,0,7.39286,0.128574,0.147544
-7.60789,0.978248,0.846965,1,1,0,7.63053,0.113761,0.128363
-7.4459,0.986968,0.846965,2,3,0,8.00034,0.124579,0.142307
-6.77394,0.941676,0.846965,1,3,0,8.18477,0.279152,0.387255
-6.95232,0.82819,0.846965,3,7,0,8.15431,0.176287,0.214015
-6.85475,0.95286,0.846965,1,3,0,7.47859,0.310483,0.45029
-7.52739,0.843177,0.846965,3,7,0,8.16326,0.118919,0.134969
-7.29583,1,0.846965,1,1,0,7.51589,0.136441,0.157998
-6.75634,1,0.846965,2,3,0,7.21776,0.234117,0.305682
-6.75614,0.996683,0.846965,1,3,0,6.78718,0.266154,0.362683
-6.83084,0.976278,0.846965,2,7,0,6.94603,0.201566,0.252451
-7.06455,0.979255,0.846965,2,7,0,7.08787,0.357,0.555209
-6.85752,0.939077,0.846965,1,3,0,7.68892,0.194754,0.241857
-6.87221,0.997826,0.846965,1,1,0,6.88496,0.191405,0.236713
-7.23614,0.894479,0.846965,2,3,0,7.92338,0.141813,0.165247
-7.01666,1,0.846965,1,1,0,7.2088,0.166598,0.199902
-6.8899,1,0.846965,1,1,0,6.99918,0.18766,0.231012
-7.26066,0.898087,0.846965,1,3,0,8.14225,0.388172,0.634446
-7.76274,0.554745,0.846965,1,3,0,10.915,0.10484,0.117118
-7.29044,0.981549,0.846965,3,7,0,7.99424,0.136909,0.158626
-7.25351,1,0.846965,2,3,0,7.34168,0.140204,0.163066
-7.67211,0.960373,0.846965,2,3,0,7.95147,0.109914,0.123486
-7.5881,0.977214,0.846965,2,7,0,8.17358,0.429673,0.753379
-7.40685,1,0.846965,1,1,0,7.6465,0.407892,0.688881
-8.90732,0.703228,0.846965,1,1,0,8.90742,0.54495,1.19756
-8.7756,1,0.846965,1,1,0,9.30784,0.535558,1.15312
-6.74838,1,0.846965,3,7,0,8.38027,0.253358,0.33933
-7.25025,0.877017,0.846965,1,3,0,7.68032,0.140503,0.163472
-7.31995,0.992165,0.846965,1,1,0,7.36461,0.134387,0.155251
-6.7536,0.96241,0.846965,1,3,0,7.78539,0.263354,0.357505
-6.76033,0.998752,0.846965,1,1,0,6.76036,0.269946,0.369762
-7.26462,0.854633,0.846965,1,3,0,7.86401,0.139196,0.161704
-7.3919,0.986013,0.846965,1,1,0,7.42261,0.128611,0.147592
-7.78351,0.854395,0.846965,1,3,0,10.5908,0.450768,0.820723
-7.57193,1,0.846965,1,1,0,7.86541,0.427827,0.747723
-7.51637,1,0.846965,1,1,0,7.71224,0.421347,0.728152
-7.40184,1,0.846965,1,1,0,7.60304,0.407251,0.687055
-6.76034,0.963295,0.846965,1,3,0,7.75041,0.230734,0.299941
-7.04666,0.95064,0.846965,1,3,0,7.16063,0.162575,0.194137
-6.9334,0.936416,0.846965,1,3,0,7.89508,0.330715,0.494131
-6.81612,0.953605,0.846965,1,3,0,7.3129,0.205866,0.259233
-6.75124,0.993364,0.846965,1,3,0,6.87976,0.260115,0.351561
-7.02079,0.930078,0.846965,1,3,0,7.28468,0.166029,0.199083
-6.76394,0.992286,0.846965,1,3,0,7.06495,0.228153,0.295593
-6.75534,0.991469,0.846965,2,3,0,6.84225,0.235086,0.307337
-6.87431,0.988571,0.846965,2,7,0,6.87435,0.316025,0.462042
-6.82788,1,0.846965,1,1,0,6.87058,0.302024,0.432714
-6.83569,0.999631,0.846965,2,7,0,6.83799,0.200246,0.250385
-6.75302,0.986643,0.846965,3,7,0,6.96581,0.262634,0.356179
-6.74861,0.996299,0.846965,2,3,0,6.78389,0.254318,0.341054
-7.44098,0.833246,0.846965,1,3,0,8.07304,0.124936,0.142774
-7.88968,0.959888,0.846965,2,3,0,8.23921,0.0983376,0.109063
-6.94576,0.989066,0.846965,2,7,0,7.86307,0.333497,0.500369
-6.83434,1,0.846965,1,1,0,6.9238,0.304166,0.437125
-6.93089,0.929517,0.846965,3,7,0,7.35032,0.330138,0.492846
-6.7617,0.983025,0.846965,2,3,0,7.10105,0.229714,0.29822
-6.81694,0.980735,0.846965,1,3,0,6.92556,0.298202,0.424911
-6.83466,0.910502,0.846965,3,7,0,7.47363,0.200521,0.250815
-8.90791,0.792121,0.846965,2,3,0,8.90793,0.0622585,0.0663919
-10.8305,0.938324,0.846965,2,3,0,11.1514,0.0295985,0.0305013
-10.4203,0.978913,0.846965,3,7,0,10.9269,0.0344496,0.0356787
-10.4558,0.992013,0.846965,3,7,0,10.7045,0.0339967,0.0351932
-7.44708,0.973291,0.846965,3,7,0,10.2371,0.124494,0.142196
-7.6269,0.982202,0.846965,1,1,0,7.66116,0.112599,0.126886
-7.32723,1,0.846965,2,3,0,7.60225,0.133779,0.15444
-6.77866,0.947286,0.846965,1,3,0,7.9777,0.281757,0.392287
-6.77401,0.987825,0.846965,1,3,0,6.88401,0.222252,0.285763
-6.86887,0.990992,0.846965,2,7,0,6.87571,0.314527,0.458848
-7.05455,0.961818,0.846965,1,1,0,7.05502,0.355198,0.550864
-6.76333,0.998905,0.846965,2,3,0,7.0701,0.272287,0.374169
-6.80142,0.980294,0.846965,1,3,0,6.91047,0.210705,0.266954
-6.75173,0.99409,0.846965,1,3,0,6.85721,0.260872,0.352945
-6.91495,0.981145,0.846965,3,7,0,6.91818,0.182796,0.223684
-6.83658,1,0.846965,1,1,0,6.90375,0.200007,0.250011
-7.44369,0.869498,0.846965,1,3,0,8.26987,0.412527,0.702206
-7.8601,0.907464,0.846965,1,1,0,7.92923,0.458501,0.846724
-7.10875,1,0.846965,1,1,0,7.68972,0.364664,0.573969
-6.74976,1,0.846965,2,3,0,7.08044,0.257414,0.346646
-6.74955,0.999315,0.846965,1,3,0,6.75583,0.243127,0.321225
-6.76377,0.996011,0.846965,2,3,0,6.78483,0.272612,0.374783
-6.74816,1,0.846965,2,3,0,6.7611,0.247946,0.329692
-7.52105,0.914418,0.846965,3,7,0,7.58217,0.421902,0.729811
-7.07726,0.823846,0.846965,1,3,0,9.27098,0.158726,0.188674
-6.75653,0.964336,0.846965,3,7,0,7.50295,0.266533,0.363389
-6.86443,0.964019,0.846965,1,3,0,7.01534,0.193149,0.239386
-6.75713,0.987415,0.846965,2,7,0,6.99445,0.267123,0.364485
-6.94984,0.942246,0.846965,1,3,0,7.19009,0.176696,0.214617
-7.22954,0.96264,0.846965,3,7,0,7.43894,0.383651,0.622456
-7.52472,0.934884,0.846965,1,1,0,7.56863,0.422335,0.731109
-7.38954,1,0.846965,3,7,0,7.5994,0.405671,0.682571
-6.76432,1,0.846965,2,3,0,7.28325,0.227896,0.295163
-6.76216,1,0.846965,1,1,0,6.76574,0.229386,0.297667
-7.00694,0.972964,0.846965,2,3,0,7.0239,0.167963,0.20187
-6.754,0.96797,0.846965,3,7,0,7.36957,0.263828,0.358379
-6.80787,0.817631,0.846965,2,3,0,8.47568,0.294814,0.418065
-6.90418,0.978802,0.846965,2,3,0,7.01612,0.323774,0.478796
-7.92356,0.828801,0.846965,2,3,0,8.52836,0.464712,0.868152
-7.40442,1,0.846965,1,1,0,7.85133,0.407581,0.687995
-6.76742,0.999384,0.846965,2,3,0,7.42736,0.275141,0.379579
-6.75171,0.997245,0.846965,1,3,0,6.79582,0.239372,0.314703
-6.84014,0.968871,0.846965,2,3,0,7.00346,0.199067,0.248544
-6.87244,0.995178,0.846965,1,1,0,6.87859,0.191354,0.236634
-6.89154,0.958467,0.846965,1,3,0,7.37912,0.320586,0.471857
-6.86093,1,0.846965,2,7,0,6.8851,0.193955,0.240625
-8.55744,0.757193,0.846965,1,3,0,9.54193,0.0722616,0.0778901
-7.94762,1,0.846965,1,1,0,8.51316,0.0955755,0.105676
-7.46221,1,0.846965,1,1,0,7.90129,0.123407,0.140781
-7.06395,0.89064,0.846965,1,3,0,9.21771,0.356893,0.554951
-7.0971,0.827632,0.846965,1,3,0,8.42853,0.156353,0.18533
-7.04259,0.99668,0.846965,3,7,0,7.11589,0.163106,0.194894
-6.7518,1,0.846965,2,3,0,7.00141,0.239242,0.314478
-7.21441,0.957495,0.846965,2,3,0,7.22866,0.381403,0.616561
-7.21194,1,0.846965,1,1,0,7.31113,0.381034,0.615598
-7.57788,0.973303,0.846965,2,3,0,7.60979,0.428508,0.749806
-8.0755,0.88957,0.846965,1,1,0,8.1602,0.478935,0.919146
-7.43505,1,0.846965,3,7,0,8.23826,0.12537,0.143341
-7.55999,0.987405,0.846965,1,1,0,7.60698,0.116782,0.132223
-7.33505,0.99678,0.846965,3,7,0,7.57677,0.398492,0.662489
-6.76433,0.960861,0.846965,1,3,0,7.69111,0.227893,0.295158
-7.01999,0.958836,0.846965,1,3,0,7.10602,0.166139,0.199241
-6.97052,1,0.846965,1,1,0,7.03179,0.173376,0.20974
-6.86793,0.995058,0.846965,2,3,0,7.05915,0.192355,0.238168
-6.89809,0.958117,0.846965,1,3,0,7.38219,0.322253,0.475476
-6.8244,0.954246,0.846965,2,7,0,7.27287,0.203391,0.25532
# 
#  Elapsed Time: 0.003 seconds (Warm-up)
#                0.01 seconds (Sampling)
#                0.013 seconds (Total)
# 
